subscriberkey,eventdate,jobid,isunique
00350043o14C9clCly,12/5/2023 12:00:00 AM,597795,True
003500MJ8g855olhce,12/5/2023 12:00:00 AM,597795,True
003500LsE3WgES1STt,12/5/2023 12:00:00 AM,597795,True
00350080ILlZGJ22zK,12/5/2023 12:00:00 AM,597795,True
003500TQtpvoXQp1H3,12/5/2023 12:00:00 AM,597795,True
003500IltcE351K71G,12/5/2023 12:00:00 AM,597795,True
003500u3xBl6Uw4L7m,12/5/2023 12:00:00 AM,597795,True
003500eslU3A7Fj7G3,12/5/2023 12:00:00 AM,597795,True
0035002aAowk63QeJO,12/5/2023 12:00:00 AM,597795,True
003500Y0MEoDP7VLb9,12/5/2023 12:00:00 AM,597795,True
003500EAt2wyw3IIgI,12/5/2023 12:00:00 AM,597795,True
0035002vJ4t6FuiEhl,12/5/2023 12:00:00 AM,597795,True
003500I6qGE48t5Fn2,12/5/2023 12:00:00 AM,597795,True
003500AW6l0t814Izh,12/5/2023 12:00:00 AM,597795,True
003500InKbEnCUG58r,12/5/2023 12:00:00 AM,597795,True
003500XE2ZuoB4LDVg,12/5/2023 12:00:00 AM,597795,True
00350031Kld8yClXC7,12/5/2023 12:00:00 AM,597795,True
003500KW63uRwRLkv9,12/5/2023 12:00:00 AM,597795,True
003500se14JmU32YhW,12/5/2023 12:00:00 AM,597795,True
0035001tu4eJNs2wwp,12/5/2023 12:00:00 AM,597795,True
0035006HKo3OTa0k7J,12/5/2023 12:00:00 AM,597795,True
003500dH1x9pVtV26u,12/5/2023 12:00:00 AM,597795,True
003500gA6JnVljQ6C8,12/5/2023 12:00:00 AM,597795,True
003500N2zvLyaFQ82q,12/5/2023 12:00:00 AM,597795,True
003500AvnQ8h9sqtu2,12/5/2023 12:00:00 AM,597795,True
003500Bd683eeSnZi9,12/5/2023 12:00:00 AM,597795,True
003500P5ys6aJwkuoN,12/5/2023 12:00:00 AM,597795,True
00350058dSB2Z93Oyy,12/5/2023 12:00:00 AM,597795,True
003500tbLnm7H78RLQ,12/5/2023 12:00:00 AM,597795,True
0035002ly2fYan8V5J,12/5/2023 12:00:00 AM,597795,True
0035000AQ51SGIUaIJ,12/5/2023 12:00:00 AM,597795,True
0035001rkz6EFX7eAg,12/5/2023 12:00:00 AM,597795,True
003500K9xL4gf1k8MV,12/5/2023 12:00:00 AM,597795,True
0035001IvBl058a0uR,12/5/2023 12:00:00 AM,597795,True
003500rN9g8Wa4yf6U,12/5/2023 12:00:00 AM,597795,True
003500332fMyiW4bSr,12/5/2023 12:00:00 AM,597795,True
0035006g3DrEuX1irY,12/5/2023 12:00:00 AM,597795,True
003500GrHQOL2gN4tk,12/5/2023 12:00:00 AM,597795,True
003500N2B93XlWF0jB,12/5/2023 12:00:00 AM,597795,True
0035009po7cNb44080,12/5/2023 12:00:00 AM,597795,True
003500j1TnE9R6VFC2,12/5/2023 12:00:00 AM,597795,True
003500fx8rnDC6ws8x,12/5/2023 12:00:00 AM,597795,True
003500A24o2PH8GIw0,12/5/2023 12:00:00 AM,597795,True
003500iKoiifIO24fw,12/5/2023 12:00:00 AM,597795,True
0035000WTotT1hZdzj,12/5/2023 12:00:00 AM,597795,True
00350081HVSkl56w2f,12/5/2023 12:00:00 AM,597795,True
0035004292uOsx1LUZ,12/5/2023 12:00:00 AM,597795,True
003500e7SM5I5QFh54,12/5/2023 12:00:00 AM,597795,True
0035008OPxC0Y4t2yT,12/5/2023 12:00:00 AM,597795,True
00350025fH3m382U5i,12/5/2023 12:00:00 AM,597795,True
003500S0sw0KdVX0Pc,12/5/2023 12:00:00 AM,597795,True
003500923Yd4sSY3V2,12/5/2023 12:00:00 AM,597795,True
003500FVbw1142fbq6,12/5/2023 12:00:00 AM,597795,True
0035004EUW2ZdF89I0,12/5/2023 12:00:00 AM,597795,True
0035007mxvk7w3sHym,12/5/2023 12:00:00 AM,597795,True
003500X7utuDkbM969,12/5/2023 12:00:00 AM,597795,True
003500MAdCt2669Asd,12/5/2023 12:00:00 AM,597795,True
003500T0hv35NAbLp2,12/5/2023 12:00:00 AM,597795,True
003500g5Jg43GFKsZ1,12/5/2023 12:00:00 AM,597795,True
0035005xklM0MO9Mgk,12/5/2023 12:00:00 AM,597795,True
003500LhRAcuwJxpBz,12/5/2023 12:00:00 AM,597795,True
0035005IELslBkD1VX,12/5/2023 12:00:00 AM,597795,True
003500uXUb01Z9y6WC,12/5/2023 12:00:00 AM,597795,True
003500T3i6B71Xnzd2,12/5/2023 12:00:00 AM,597795,True
00350072924f93r9V5,12/5/2023 12:00:00 AM,597795,True
00350075u1wq1qj6LT,12/5/2023 12:00:00 AM,597795,True
0035008761x27b27KF,12/5/2023 12:00:00 AM,597795,True
00350007juH5Vm1Vyc,12/5/2023 12:00:00 AM,597795,True
003500KAD1Rg52jlA4,12/5/2023 12:00:00 AM,597795,True
003500rIzZWFcSYfZ4,12/5/2023 12:00:00 AM,597795,True
0035003HDNx6k1t809,12/5/2023 12:00:00 AM,597795,True
0035000Fmo0AVjuOei,12/5/2023 12:00:00 AM,597795,True
003500bc4ln30oVsmw,12/5/2023 12:00:00 AM,597795,True
00350078GPL10PwFZO,12/5/2023 12:00:00 AM,597795,True
003500z3SG22VKkltB,12/5/2023 12:00:00 AM,597795,True
003500n3Ds5FtcNDR6,12/5/2023 12:00:00 AM,597795,True
003500M156J68NZa5f,12/5/2023 12:00:00 AM,597795,True
00350018wfzm6NTg48,12/5/2023 12:00:00 AM,597795,True
003500O7c8D93m16wE,12/5/2023 12:00:00 AM,597795,True
0035003joVIu9vSQNw,12/5/2023 12:00:00 AM,597795,True
003500T3AFbMci9dfq,12/5/2023 12:00:00 AM,597795,True
003500aUy2aCM19l6G,12/5/2023 12:00:00 AM,597795,True
003500Vo93GM8nBq9z,12/5/2023 12:00:00 AM,597795,True
0035002G50oJ87FR79,12/5/2023 12:00:00 AM,597795,True
003500001RPc9EotPu,12/5/2023 12:00:00 AM,597795,True
003500rVsN909Iq5g2,12/5/2023 12:00:00 AM,597795,True
003500orAYmoZ5d44o,12/5/2023 12:00:00 AM,597795,True
003500ZxiH49v8wXWi,12/5/2023 12:00:00 AM,597795,True
0035007PT8A05k6X6w,12/5/2023 12:00:00 AM,597795,True
003500BfxrRo310q5C,12/5/2023 12:00:00 AM,597795,True
003500E414783d6rmu,12/5/2023 12:00:00 AM,597795,True
003500A1BBY19Eblv9,12/5/2023 12:00:00 AM,597795,True
003500y5d5EVEk3Nk4,12/5/2023 12:00:00 AM,597795,True
00350040zizYj9A1ny,12/5/2023 12:00:00 AM,597795,True
0035007Bt0rZRsT4J7,12/5/2023 12:00:00 AM,597795,True
00350021MGdZJNx5SL,12/5/2023 12:00:00 AM,597795,True
00350016R0V283n86c,12/5/2023 12:00:00 AM,597795,True
003500N4AR9YgXz1bd,10/31/2023 12:00:00 AM,592304,True
003500gR8c9C6IMXj2,10/31/2023 12:00:00 AM,592304,True
00350098040043zVN8,10/31/2023 12:00:00 AM,592304,True
0035006305els4r2Oa,10/31/2023 12:00:00 AM,592304,True
003500uDsG2WCYNs3s,10/31/2023 12:00:00 AM,592304,True
003500683z71wcV98h,10/31/2023 12:00:00 AM,592304,True
0035007Bo0aS32BJ45,10/31/2023 12:00:00 AM,592304,True
0035000TXz3w03I0LG,10/31/2023 12:00:00 AM,592304,True
0035002LqcCzE3H31U,10/31/2023 12:00:00 AM,592304,True
0035004iivu1Gw2G33,10/31/2023 12:00:00 AM,592304,True
003500cm9UM26A9bU8,10/31/2023 12:00:00 AM,592304,True
00350043o14C9clCly,10/31/2023 12:00:00 AM,592304,False
0035000b1SfncoZGDd,10/31/2023 12:00:00 AM,592304,True
003500MJ8g855olhce,10/31/2023 12:00:00 AM,592304,True
003500w19O21j35cDi,10/31/2023 12:00:00 AM,592304,True
003500T425ag5q836N,10/31/2023 12:00:00 AM,592304,True
0035007Z1fSX6Dk4rQ,10/31/2023 12:00:00 AM,592304,True
003500BSC86k8J7g01,10/31/2023 12:00:00 AM,592304,True
003500e47qH2X3BBcW,10/31/2023 12:00:00 AM,592304,True
0035007zG2HV32Eh32,10/31/2023 12:00:00 AM,592304,True
003500P9pODuN0jwtI,10/31/2023 12:00:00 AM,592304,True
0035006fDg6DFSm34e,10/31/2023 12:00:00 AM,592304,True
003500q9u08pt23wW0,10/31/2023 12:00:00 AM,592304,True
00350072n2l4n3qGn3,10/31/2023 12:00:00 AM,592304,True
003500UXAT931P60Lv,10/31/2023 12:00:00 AM,592304,True
003500Q7t0aJLhkP17,10/31/2023 12:00:00 AM,592304,True
003500S9LKFd3u5Mz4,10/31/2023 12:00:00 AM,592304,True
00350086q3Y3ET68Yp,10/31/2023 12:00:00 AM,592304,True
00350031Kld8yClXC7,10/31/2023 12:00:00 AM,592304,True
003500Oso0dLmOA649,10/31/2023 12:00:00 AM,592304,True
003500A1eIRd6B5s57,10/31/2023 12:00:00 AM,592304,True
003500J0L3E6j3CNfZ,10/31/2023 12:00:00 AM,592304,True
003500hI7Cp4q74NmM,10/31/2023 12:00:00 AM,592304,True
003500vNk009Y7d355,10/31/2023 12:00:00 AM,592304,True
0035009wUDRKg75Cfr,10/31/2023 12:00:00 AM,592304,True
003500UapYfMDceIGr,10/31/2023 12:00:00 AM,592304,True
0035009a1f11C9aVaU,10/31/2023 12:00:00 AM,592304,True
00350089PyAWZ0esRx,10/31/2023 12:00:00 AM,592304,True
003500dJ715Xcp7LAk,10/31/2023 12:00:00 AM,592304,True
003500re29J3351kf9,10/31/2023 12:00:00 AM,592304,True
003500O695RaO6b8k0,10/31/2023 12:00:00 AM,592304,True
003500A8iV9tJQ68A5,10/31/2023 12:00:00 AM,592304,True
003500ecp978m2TL64,10/31/2023 12:00:00 AM,592304,True
003500WKc2KN176k85,10/31/2023 12:00:00 AM,592304,True
003500M78lp53csb0X,10/31/2023 12:00:00 AM,592304,True
003500uIYQTB26kwnB,10/31/2023 12:00:00 AM,592304,True
003500ZZbw99bMj0JS,10/31/2023 12:00:00 AM,592304,True
00350062Z0x939pqC8,10/31/2023 12:00:00 AM,592304,True
0035003nK33vU0y5vS,10/31/2023 12:00:00 AM,592304,True
003500v7PpUn8jggx1,10/31/2023 12:00:00 AM,592304,True
003500g2DxQOpBtXp7,10/31/2023 12:00:00 AM,592304,True
0035006g3DrEuX1irY,10/31/2023 12:00:00 AM,592304,True
0035004Ocxfpy8d1PR,10/31/2023 12:00:00 AM,592304,True
0035009Hy8xWstsWZd,10/31/2023 12:00:00 AM,592304,True
003500r92x0JB68FrW,10/31/2023 12:00:00 AM,592304,True
003500OxsizVzz30DU,10/31/2023 12:00:00 AM,592304,True
0035004lWT0bi8Mb02,10/31/2023 12:00:00 AM,592304,True
0035008Xw4lPx20b1P,10/31/2023 12:00:00 AM,592304,True
003500QA4N9Q7mw8p9,10/31/2023 12:00:00 AM,592304,True
003500rylCQjOkE03s,10/31/2023 12:00:00 AM,592304,True
003500k9zTpN29wGts,10/31/2023 12:00:00 AM,592304,True
003500v405TS8Trvz2,10/31/2023 12:00:00 AM,592304,True
003500u08AyCR0d5T9,10/31/2023 12:00:00 AM,592304,True
003500I3aho217qNoL,10/31/2023 12:00:00 AM,592304,True
003500S0sw0KdVX0Pc,10/31/2023 12:00:00 AM,592304,True
0035006G04CHGVr2Vo,10/31/2023 12:00:00 AM,592304,True
0035000h075s0PFhf1,10/31/2023 12:00:00 AM,592304,True
003500FRgwQW3ZbxfQ,10/31/2023 12:00:00 AM,592304,True
003500FVbw1142fbq6,10/31/2023 12:00:00 AM,592304,True
003500U4z30uZbB97W,10/31/2023 12:00:00 AM,592304,True
003500uo4a57f5zCt2,10/31/2023 12:00:00 AM,592304,True
003500h2NF1MT9oLyo,10/31/2023 12:00:00 AM,592304,True
003500eixePTfwZx6X,10/31/2023 12:00:00 AM,592304,True
003500T0hv35NAbLp2,10/31/2023 12:00:00 AM,592304,True
003500q8ah18C8MHk7,10/31/2023 12:00:00 AM,592304,True
003500NG12z9Nn3LU5,10/31/2023 12:00:00 AM,592304,True
003500BOYb5OEUH455,10/31/2023 12:00:00 AM,592304,True
003500X5UpnF320gMu,10/31/2023 12:00:00 AM,592304,True
003500g5Jg43GFKsZ1,10/31/2023 12:00:00 AM,592304,True
003500x97FXeko1Ta4,10/31/2023 12:00:00 AM,592304,True
003500CUxN9p85z3n4,10/31/2023 12:00:00 AM,592304,True
0035004dNrG87mlX6e,10/31/2023 12:00:00 AM,592304,True
003500C6tp95RK3M4D,10/31/2023 12:00:00 AM,592304,False
00350042w9X544DjKy,10/31/2023 12:00:00 AM,592304,True
003500l5905y6nXfd1,10/31/2023 12:00:00 AM,592304,True
003500oLbu9h0adfsY,10/31/2023 12:00:00 AM,592304,True
0035008761x27b27KF,10/31/2023 12:00:00 AM,592304,True
003500yBam6Qk2tb0j,10/31/2023 12:00:00 AM,592304,True
003500NKCSs2L9PHtL,10/31/2023 12:00:00 AM,592304,True
003500I40BOj6QDDE2,10/31/2023 12:00:00 AM,592304,True
003500tkuecE22kmaO,10/31/2023 12:00:00 AM,592304,True
003500z7HiN66M9tk4,10/31/2023 12:00:00 AM,592304,True
003500Q5iNi8CLgvJ3,10/31/2023 12:00:00 AM,592304,True
003500b7A24FJQp116,10/31/2023 12:00:00 AM,592304,True
0035000Fmo0AVjuOei,10/31/2023 12:00:00 AM,592304,True
003500M156J68NZa5f,10/31/2023 12:00:00 AM,592304,True
00350018wfzm6NTg48,10/31/2023 12:00:00 AM,592304,True
003500hSRvM15mfUop,10/31/2023 12:00:00 AM,592304,True
00350007xCfpuFSo9s,10/31/2023 12:00:00 AM,592304,True
003500Y95R8aHLye09,10/31/2023 12:00:00 AM,592304,True
003500Dm4y3tywW57b,10/31/2023 12:00:00 AM,592304,True
003500v6cf69C4l7k6,10/31/2023 12:00:00 AM,592304,True
0035002K3eHvjVGr95,10/31/2023 12:00:00 AM,592304,True
003500h140Ec9b35UX,10/31/2023 12:00:00 AM,592304,True
003500NDV6T08OQ85z,10/31/2023 12:00:00 AM,592304,True
003500001RPc9EotPu,10/31/2023 12:00:00 AM,592304,True
0035002R1Kn8iE3Hzr,10/31/2023 12:00:00 AM,592304,True
003500Yf8GLkATs7P6,10/31/2023 12:00:00 AM,592304,True
0035007PT8A05k6X6w,10/31/2023 12:00:00 AM,592304,True
0035008TN9Arlj9Rk6,10/31/2023 12:00:00 AM,592304,True
0035007J9MmtoyHN6O,10/31/2023 12:00:00 AM,592304,True
0035007Ok2x6C2xd11,10/31/2023 12:00:00 AM,592304,True
003500E414783d6rmu,10/31/2023 12:00:00 AM,592304,True
003500XAqDO7E7m3kT,10/31/2023 12:00:00 AM,592304,True
0035007g72M83fh26n,10/31/2023 12:00:00 AM,592304,True
0035004aZEsHF1gaU2,10/31/2023 12:00:00 AM,592304,True
0035007DedCTkexc9E,10/31/2023 12:00:00 AM,592304,True
003500A1BBY19Eblv9,10/31/2023 12:00:00 AM,592304,True
003500d0HARwL4BmU6,10/31/2023 12:00:00 AM,592304,True
00350017m0323py3k4,10/31/2023 12:00:00 AM,592304,True
0035003F1LuB38Vx1H,10/31/2023 12:00:00 AM,592304,True
00350097RmSv7cXi57,10/31/2023 12:00:00 AM,592304,True
003500gAUNSBbr0za1,10/31/2023 12:00:00 AM,592304,True
003500XI2tS0f3pqUR,10/31/2023 12:00:00 AM,592304,True
003500oG080ZQ62fdG,10/31/2023 12:00:00 AM,592304,True
00350001a74B7uU6yZ,10/31/2023 12:00:00 AM,592304,True
003500URn76xrU47fh,10/31/2023 12:00:00 AM,592304,True
003500339Kgli7N5t9,11/16/2023 12:00:00 AM,595434,True
003500gR8c9C6IMXj2,11/16/2023 12:00:00 AM,595434,True
003500Y8z340Bu22bm,11/16/2023 12:00:00 AM,595434,True
003500lVp9KJ4vFDvM,11/16/2023 12:00:00 AM,595434,True
003500Q1THpJI1q4od,11/16/2023 12:00:00 AM,595434,True
003500uDsG2WCYNs3s,11/16/2023 12:00:00 AM,595434,True
003500L2opLW35xtPz,11/16/2023 12:00:00 AM,595434,True
003500Q51kh2LVX65V,11/16/2023 12:00:00 AM,595434,True
0035000b1SfncoZGDd,11/16/2023 12:00:00 AM,595434,True
003500V5GBRYFcVCF0,11/16/2023 12:00:00 AM,595434,True
003500rW0PlP1j33E3,11/16/2023 12:00:00 AM,595434,True
003500D07gx51e0w49,11/16/2023 12:00:00 AM,595434,True
003500TQtpvoXQp1H3,11/16/2023 12:00:00 AM,595434,True
00350038x1Q83nA5l6,11/16/2023 12:00:00 AM,595434,True
00350029JrN3Uh23RO,11/16/2023 12:00:00 AM,595434,True
003500BSC86k8J7g01,11/16/2023 12:00:00 AM,595434,True
003500tuUshz0KLxs9,11/16/2023 12:00:00 AM,595434,True
0035006D3IuA7O0fsS,11/16/2023 12:00:00 AM,595434,True
003500q3th00hlURA0,11/16/2023 12:00:00 AM,595434,True
003500Zs6s2zj1bo7k,11/16/2023 12:00:00 AM,595434,True
0035007u37z527zb2B,11/16/2023 12:00:00 AM,595434,True
003500v941LL10YNMG,11/16/2023 12:00:00 AM,595434,True
003500C822642I6m6w,11/16/2023 12:00:00 AM,595434,True
003500W6n7zG9eOmxM,11/16/2023 12:00:00 AM,595434,True
00350098bBJpI0tOEo,11/16/2023 12:00:00 AM,595434,True
003500KW63uRwRLkv9,11/16/2023 12:00:00 AM,595434,True
003500A1eIRd6B5s57,11/16/2023 12:00:00 AM,595434,True
0035003c3jT2tlJtI5,11/16/2023 12:00:00 AM,595434,True
003500V4goNW9WdiL6,11/16/2023 12:00:00 AM,595434,True
003500rJLf39z312O0,11/16/2023 12:00:00 AM,595434,True
003500zFesH2wD60xW,11/16/2023 12:00:00 AM,595434,True
0035002s7Nq05EF8xD,11/16/2023 12:00:00 AM,595434,True
003500aum78SWcKyze,11/16/2023 12:00:00 AM,595434,True
0035003Fl137Q3d3qv,11/16/2023 12:00:00 AM,595434,True
003500m8fqulK0dAm2,11/16/2023 12:00:00 AM,595434,True
003500RUqMvos4Nfr1,11/16/2023 12:00:00 AM,595434,True
003500LJ3eRQiwh8v0,11/16/2023 12:00:00 AM,595434,True
003500i2eMbdi03ylb,11/16/2023 12:00:00 AM,595434,True
003500HvlMlTis3sMo,11/16/2023 12:00:00 AM,595434,True
0035009pspHe8rho3g,11/16/2023 12:00:00 AM,595434,True
003500ecp978m2TL64,11/16/2023 12:00:00 AM,595434,True
0035003rtMAN8hxEMr,11/16/2023 12:00:00 AM,595434,True
003500uIYQTB26kwnB,11/16/2023 12:00:00 AM,595434,True
003500g1I2j9g6nEVM,11/16/2023 12:00:00 AM,595434,True
003500MauCd2t5Vt33,11/16/2023 12:00:00 AM,595434,True
003500tbLnm7H78RLQ,11/16/2023 12:00:00 AM,595434,True
00350062Z0x939pqC8,11/16/2023 12:00:00 AM,595434,False
003500v1G6SHz76Hy4,11/16/2023 12:00:00 AM,595434,True
0035003ZSN3EjT1Dln,11/16/2023 12:00:00 AM,595434,True
003500nriRxYFLNUNR,11/16/2023 12:00:00 AM,595434,True
0035008K7zi1d12Y4E,11/16/2023 12:00:00 AM,595434,True
003500xw1W1u0ZGqaL,11/16/2023 12:00:00 AM,595434,True
003500x4YZ2ccPNiF0,11/16/2023 12:00:00 AM,595434,True
0035004Ocxfpy8d1PR,11/16/2023 12:00:00 AM,595434,True
003500nk5Sw153L796,11/16/2023 12:00:00 AM,595434,True
0035000cR0E2vOfV9I,11/16/2023 12:00:00 AM,595434,True
003500Z83a5bEctq30,11/16/2023 12:00:00 AM,595434,True
003500OxsizVzz30DU,11/16/2023 12:00:00 AM,595434,True
003500emxykY34PTXp,11/16/2023 12:00:00 AM,595434,True
003500Ef5Gh03iE817,8/19/2023 12:00:00 AM,590123,True
003500ct501GE609TH,8/19/2023 12:00:00 AM,590123,True
003500d3Ksk85lPF6U,8/19/2023 12:00:00 AM,590123,True
003500q8ah18C8MHk7,8/19/2023 12:00:00 AM,590123,True
003500BOYb5OEUH455,8/19/2023 12:00:00 AM,590123,True
003500n4rq9p7nlhcf,8/19/2023 12:00:00 AM,590123,True
0035004eKQRAhpr070,8/19/2023 12:00:00 AM,590123,True
003500Q2s1vEJ9Dw7K,8/19/2023 12:00:00 AM,590123,True
003500sez63H7OJY1R,8/19/2023 12:00:00 AM,590123,True
003500VQUDKM9k30A5,8/19/2023 12:00:00 AM,590123,True
003500I223Zq5EiY24,8/19/2023 12:00:00 AM,590123,True
003500uXUb01Z9y6WC,8/19/2023 12:00:00 AM,590123,True
003500rPjnGj552CWZ,8/19/2023 12:00:00 AM,590123,True
00350072924f93r9V5,8/19/2023 12:00:00 AM,590123,True
0035005cZP8a7zr8AT,8/19/2023 12:00:00 AM,590123,True
003500KAD1Rg52jlA4,8/19/2023 12:00:00 AM,590123,True
003500rIzZWFcSYfZ4,8/19/2023 12:00:00 AM,590123,True
003500KIh3532wjCb9,8/19/2023 12:00:00 AM,590123,True
003500Mgy862fHv4V9,8/19/2023 12:00:00 AM,590123,True
003500u7PXn913FHom,8/19/2023 12:00:00 AM,590123,True
0035007753zIHQ04yM,8/19/2023 12:00:00 AM,590123,True
003500wis1sp7RSNYB,8/19/2023 12:00:00 AM,590123,True
003500Q5iNi8CLgvJ3,8/19/2023 12:00:00 AM,590123,True
003500Z84V77TA6qR1,8/19/2023 12:00:00 AM,590123,True
003500lf0Fklu0aZ7k,8/19/2023 12:00:00 AM,590123,True
00350078GPL10PwFZO,8/19/2023 12:00:00 AM,590123,True
003500ZSnJBdE9wMnA,8/19/2023 12:00:00 AM,590123,True
003500hSRvM15mfUop,8/19/2023 12:00:00 AM,590123,True
0035007qbF107MM1c2,8/19/2023 12:00:00 AM,590123,True
003500WI444kFdT9vl,8/19/2023 12:00:00 AM,590123,True
003500Dm4y3tywW57b,8/19/2023 12:00:00 AM,590123,True
003500v6cf69C4l7k6,8/19/2023 12:00:00 AM,590123,True
0035008p2i9OPJ0v79,8/19/2023 12:00:00 AM,590123,True
0035007IT665nUf58t,8/19/2023 12:00:00 AM,590123,True
00350037b9Q9IdE9vw,8/19/2023 12:00:00 AM,590123,True
003500UcKabu6ZxHg5,8/19/2023 12:00:00 AM,590123,True
00350084k6bjl0KpGf,8/19/2023 12:00:00 AM,590123,True
0035007xZ71y1j70O9,8/19/2023 12:00:00 AM,590123,False
003500I5Po30AJP6M2,8/19/2023 12:00:00 AM,590123,True
003500D8dz9ZrJ5y7U,8/19/2023 12:00:00 AM,590123,True
003500EjJY1b59MdZA,8/19/2023 12:00:00 AM,590123,True
003500001RPc9EotPu,8/19/2023 12:00:00 AM,590123,False
003500rVsN909Iq5g2,8/19/2023 12:00:00 AM,590123,True
003500orAYmoZ5d44o,8/19/2023 12:00:00 AM,590123,True
003500L54KQk4E7PEO,8/19/2023 12:00:00 AM,590123,True
003500MuInHG2OMzGh,8/19/2023 12:00:00 AM,590123,True
0035000F8Q2hnR113p,8/19/2023 12:00:00 AM,590123,True
003500GfbIJ1J7IZxO,8/19/2023 12:00:00 AM,590123,True
