order_id,customer_id,date,status,amount
13956218,003500r1lfS5ciENWK,2023-01-25,shipped,3248.13
13956219,003500o3sS96o99I43,2023-12-23,shipped,1811.77
13956220,003500MAdCt2669Asd,2023-11-11,shipped,3556.6
13956221,003500BNWZ0iLhQwJ0,2023-05-15,shipped,4338.79
13956222,0035007qbF107MM1c2,2023-09-02,shipped,4790.99
13956223,00350083eid2k0G9eC,2023-03-29,shipped,4664.35
13956224,003500Mgy862fHv4V9,2023-04-25,shipped,9137.12
13956225,003500VDN5i3NkoGOW,2023-01-28,shipped,8887.06
13956226,00350057T1U2n8Zl6G,2023-12-23,shipped,2301.81
13956227,003500p6D3p0DWBa6O,2023-01-24,shipped,6737.85
13956228,003500rVsN909Iq5g2,2023-12-01,shipped,1263.09
13956229,0035002YV3Rf7FolZ8,2023-04-29,shipped,2582.37
13956230,003500JZPp11t1JvtL,2023-05-30,shipped,1711.01
13956231,00350097RmSv7cXi57,2023-12-13,shipped,1258.92
13956232,00350098rfLkUlL4vM,2023-05-31,shipped,3236.83
13956233,003500ZfFX1C6YsNML,2023-08-14,shipped,3577.06
13956234,003500SNzg10eV2IKL,2023-10-28,shipped,1469.9
13956235,00350033Mh64S4W1p2,2023-09-08,delayed,7798.96
13956236,00350055x0IuEeNwgb,2023-02-10,shipped,6383.15
13956237,003500T425ag5q836N,2023-10-23,cancelled,6117.02
13956238,003500TGW6oRyDpl0e,2023-06-06,shipped,4799.8
13956239,0035002K3eHvjVGr95,2023-10-03,shipped,7481.96
13956240,003500l5905y6nXfd1,2023-11-24,shipped,8040.53
13956241,003500Jzn6DmtoWH6n,2023-06-02,shipped,3601.88
13956242,003500XAqDO7E7m3kT,2023-10-04,shipped,9712.13
13956243,003500bK8Sojk9v9TF,2023-07-22,shipped,7620.43
13956244,0035002aAowk63QeJO,2023-08-13,shipped,1574.77
13956245,003500eKt6R27r8l5x,2023-09-29,shipped,4558.68
13956246,003500u3xBl6Uw4L7m,2023-09-01,shipped,784.8
13956247,003500gA6JnVljQ6C8,2023-03-07,shipped,3240.12
13956248,00350080ILlZGJ22zK,2023-10-01,shipped,3867.99
13956249,003500ddkUui7T002r,2023-10-25,shipped,7963.39
13956250,003500gDN711iM7wUw,2023-12-24,shipped,9651.35
13956251,0035003Xgg2dDhmjRB,2023-04-17,shipped,3904.51
13956252,0035008TN9Arlj9Rk6,2023-01-09,onhold,3845.57
13956253,003500UcKabu6ZxHg5,2023-04-11,shipped,5931.53
13956254,003500l5905y6nXfd1,2023-03-07,shipped,9416.37
13956255,003500cm9UM26A9bU8,2023-05-06,shipped,3005.77
13956256,003500GFd2XfP8J8LB,2023-04-12,shipped,1343.51
13956257,003500pEz07K05Omk5,2023-10-30,shipped,5488.55
13956258,003500SNzg10eV2IKL,2023-11-09,shipped,2133.68
13956259,003500ufUoLLTA81dT,2023-02-28,shipped,850.86
13956260,003500LJ3eRQiwh8v0,2023-04-05,cancelled,8547.43
13956261,0035005q8jpdplrDRs,2023-09-22,cancelled,5188.61
13956262,003500Y36ow688p0Ww,2023-02-03,shipped,2007.9
13956263,003500z3gvw5rI7575,2023-06-25,cancelled,4475.71
13956264,003500Z84V77TA6qR1,2023-11-20,shipped,6921.24
13956265,0035009S5V0F83IWEj,2023-10-27,shipped,6904.12
13956266,0035008K7zi1d12Y4E,2023-06-20,delayed,7126.5
13956267,003500u3xBl6Uw4L7m,2023-01-17,shipped,3220.17
13956268,003500oOwL2rC19O8A,2023-06-26,shipped,5617.97
13956269,003500nHP4QFwNgMt7,2023-12-10,shipped,7079.76
13956270,003500NG12z9Nn3LU5,2023-07-12,shipped,7299.57
13956271,003500K4u90zgQ7h9A,2023-09-11,shipped,2392.15
13956272,0035004EUW2ZdF89I0,2023-01-19,shipped,224.66
13956273,0035001gDF3Kx16TKI,2023-08-10,shipped,235.1
13956274,003500EAt2wyw3IIgI,2023-03-08,shipped,9158.87
13956275,003500HlE3SYSfR06T,2023-01-17,shipped,2302.14
13956276,0035005Pz9N3OsIw9S,2023-03-05,shipped,376.11
13956277,003500ZfFX1C6YsNML,2023-02-25,shipped,4620.6
13956278,0035003pPieRg8DZJ7,2023-11-23,shipped,6735.01
13956279,003500r84T4zkK8xb2,2023-04-28,shipped,9932.25
13956280,003500T3i6B71Xnzd2,2023-02-09,shipped,5885.13
13956281,003500u0Y35y9ocba9,2023-11-16,shipped,1080.65
13956282,003500m8fqulK0dAm2,2023-03-15,shipped,4420.99
13956283,003500hSRvM15mfUop,2023-09-08,onhold,1585.53
13956284,003500a5aJ1C4HX9WT,2023-01-27,cancelled,3532.26
13956285,003500vd2P39uD9A9F,2023-09-15,shipped,2660.91
13956286,0035007J9MmtoyHN6O,2023-05-28,shipped,4569.8
13956287,0035002ly2fYan8V5J,2023-05-15,shipped,7352.72
13956288,003500K9xL4gf1k8MV,2023-08-03,cancelled,193.74
13956289,0035000MY0hwX7JN6v,2023-03-25,shipped,2970.41
13956290,003500Y95R8aHLye09,2023-03-05,cancelled,9058.01
13956291,003500Y1Bj7CroGM24,2023-09-14,shipped,7064.77
13956292,0035002YV3Rf7FolZ8,2023-07-11,onhold,9292.6
13956293,0035005IELslBkD1VX,2023-10-07,cancelled,6677.66
13956294,003500z4S5V6DP3N05,2023-02-25,shipped,5270.58
13956295,003500L7vJvQZSfiU2,2023-02-02,shipped,5959.39
13956296,003500tbLnm7H78RLQ,2023-12-29,shipped,2467.37
13956297,003500KIh3532wjCb9,2023-02-05,shipped,9977.59
13956298,00350043o14C9clCly,2023-11-24,delayed,1698.33
13956299,0035002LO49KgJ6teM,2023-02-20,shipped,6199.3
13956300,003500xw1W1u0ZGqaL,2023-11-22,shipped,2921.44
13956301,003500yWE2zQ0Q7y3Q,2023-08-27,shipped,6317.59
13956302,0035008OPxC0Y4t2yT,2023-09-18,shipped,3577.28
13956303,0035007Crh77lA618P,2023-07-12,shipped,4473.21
13956304,003500rN9g8Wa4yf6U,2023-08-15,shipped,3138.65
13956305,003500re29J3351kf9,2023-02-04,shipped,6742.15
13956306,0035002AiPES5C5D76,2023-10-03,shipped,4085.3
13956307,003500395RWMk34B95,2023-04-24,shipped,9500.06
13956308,003500nriRxYFLNUNR,2023-11-29,shipped,6678.79
13956309,00350003aY7Gxy6S7z,2023-09-14,shipped,4640.79
13956310,0035009y2VpvfwX5xX,2023-09-06,shipped,6828.43
13956311,003500M156J68NZa5f,2023-05-18,shipped,7747.53
13956312,00350077276mVu8zlf,2023-10-18,shipped,1566.47
13956313,003500ZZbw99bMj0JS,2023-02-04,cancelled,410.92
13956314,003500ou6m7nwoM97f,2023-09-16,shipped,9645.63
13956315,003500Jzn6DmtoWH6n,2023-04-02,shipped,7092.26
13956316,003500dkfZapy8p1k6,2023-11-29,shipped,1498.25
13956317,0035003Fl137Q3d3qv,2023-11-08,shipped,4956.23
13956318,003500332fMyiW4bSr,2023-02-13,shipped,7389.83
13956319,003500TQtpvoXQp1H3,2023-09-15,shipped,2541.65
13956320,003500iz89fu9331OX,2023-12-19,shipped,9380.36
13956321,003500lWD831KRT2qt,2023-11-27,shipped,415.42
13956322,003500fgWvb2967PZ2,2023-11-11,shipped,9289.26
13956323,003500X5kSCHJ36jnH,2023-02-19,shipped,1032.0
13956324,003500mFZeu1edNk2l,2023-03-19,shipped,2073.54
13956325,003500Z0mrLA4fsJ6R,2023-11-29,shipped,4154.45
13956326,003500J0L3E6j3CNfZ,2023-07-08,shipped,7642.29
13956327,0035005U0LL59bs4pt,2023-01-04,shipped,4511.54
13956328,0035007g72M83fh26n,2023-12-13,onhold,4472.87
13956329,00350029JrN3Uh23RO,2023-01-12,shipped,8044.27
13956330,003500CUxN9p85z3n4,2023-07-10,shipped,6261.28
13956331,0035004CZ55874dM8f,2023-02-26,shipped,4788.25
13956332,003500GfbIJ1J7IZxO,2023-08-02,shipped,6568.97
13956333,003500K9xL4gf1k8MV,2023-04-21,shipped,1973.08
13956334,003500OKDWwg91bEgW,2023-03-01,shipped,8324.11
13956335,003500rJLf39z312O0,2023-12-06,shipped,2662.74
13956336,00350039Bj8eVuc657,2023-03-21,cancelled,892.23
13956337,0035003ZVpsNlpn40V,2023-07-26,shipped,5909.29
13956338,003500Y0MEoDP7VLb9,2023-08-12,shipped,6530.06
13956339,0035007MEGFS38N55F,2023-06-12,shipped,3141.12
13956340,0035009Qr39KpU3AXR,2023-12-26,shipped,1816.83
13956341,003500Q51kh2LVX65V,2023-06-16,shipped,3247.66
13956342,00350045A3bKaTMsTg,2023-05-06,cancelled,4326.05
13956343,003500Wvh5TBLB8hq1,2023-12-14,shipped,8356.75
13956344,003500K2Jq90BA3nG8,2023-10-15,shipped,4061.72
13956345,0035004P3qHJ2ETHz6,2023-01-12,shipped,4428.08
13956346,003500h4SyV5eG4B8K,2023-03-21,shipped,7832.28
13956347,003500Llpwq2ToWxx4,2023-01-19,shipped,8875.43
13956348,0035004CU6GdQdtwqG,2023-09-15,shipped,7238.32
13956349,003500EaLU8y49c0dr,2023-06-23,shipped,1444.72
13956350,003500M7Q93CKG2je2,2023-01-19,cancelled,3463.36
13956351,003500h5TGE5Q56Cl9,2023-04-17,shipped,4088.5
13956352,003500g2DxQOpBtXp7,2023-03-04,shipped,6490.45
13956353,0035006g3DrEuX1irY,2023-12-20,shipped,7987.7
13956354,003500s56Sn5342hl2,2023-09-24,shipped,289.67
13956355,00350081SpYV3Es9bK,2023-02-06,shipped,5640.32
13956356,0035005w4Iw9joW3zz,2023-08-08,shipped,7416.55
13956357,003500dr1Mbdv7iAXk,2023-03-16,shipped,9780.18
13956358,003500oLKL95OQC2K2,2023-08-30,shipped,7935.7
13956359,0035002460CKF72695,2023-12-09,shipped,8513.23
13956360,003500Y36ow688p0Ww,2023-04-20,shipped,1844.99
13956361,003500bcSG2KOnXTYZ,2023-07-27,shipped,5619.51
13956362,003500kQZ3n97UoR0b,2023-12-04,shipped,6314.12
13956363,003500cLL572j1t9Xy,2023-04-04,cancelled,9588.01
13956364,003500i1dWYb0xA46Z,2023-06-05,shipped,4885.75
13956365,003500M2cE7oe9NFUZ,2023-08-22,shipped,5712.31
13956366,00350053e63OZfRP60,2023-12-10,shipped,352.82
13956367,003500AW6l0t814Izh,2023-09-03,shipped,900.92
13956368,003500mL8Wjgj0YOiT,2023-04-15,cancelled,8931.36
13956369,003500pvAqq5ZlWD18,2023-01-13,shipped,3179.54
13956370,00350031Kld8yClXC7,2023-04-21,shipped,2396.77
13956371,003500Dm4y3tywW57b,2023-07-22,cancelled,7396.94
13956372,0035005103UXST65YO,2023-06-22,shipped,9629.75
13956373,003500GFd2XfP8J8LB,2023-08-02,shipped,4509.86
13956374,003500r1lfS5ciENWK,2023-08-19,shipped,2336.15
13956375,003500q8ah18C8MHk7,2023-10-13,shipped,2194.65
13956376,0035000s55b93o8m5y,2023-10-02,cancelled,4583.81
13956377,003500ddkUui7T002r,2023-12-06,cancelled,7857.72
13956378,003500nk5Sw153L796,2023-07-31,shipped,8333.57
13956379,003500BV5gQ6VBzYID,2023-12-20,shipped,9112.18
13956380,00350057eN0h29eaj8,2023-10-11,shipped,7962.72
13956381,0035000cct2du76PK6,2023-10-12,shipped,9073.12
13956382,003500u3xBl6Uw4L7m,2023-12-09,shipped,7634.82
13956383,0035002K3eHvjVGr95,2023-10-09,shipped,9075.09
13956384,003500oMXV4P569QRW,2023-07-16,shipped,8619.55
13956385,003500Zs6s2zj1bo7k,2023-12-24,shipped,5880.26
13956386,003500wyGMNN9lsT85,2023-08-18,shipped,9092.22
13956387,0035002s7Nq05EF8xD,2023-07-08,cancelled,3039.08
13956388,003500332fMyiW4bSr,2023-04-30,shipped,4470.41
13956389,003500Y8z340Bu22bm,2023-01-13,shipped,9251.18
13956390,003500V5ttgzfwq53W,2023-12-30,shipped,1329.65
13956391,003500z3gvw5rI7575,2023-07-29,shipped,8167.42
13956392,003500dH1x9pVtV26u,2023-03-10,shipped,6651.16
13956393,003500LAoKnK9c4O2w,2023-01-04,shipped,1244.6
13956394,0035001qG8xHZy8vMH,2023-10-08,shipped,9588.65
13956395,0035007u37z527zb2B,2023-06-12,shipped,2784.42
13956396,0035006m7mCVX2t9h7,2023-08-04,cancelled,8202.43
13956397,00350043o14C9clCly,2023-04-19,shipped,9461.43
13956398,003500eixePTfwZx6X,2023-08-08,shipped,3504.71
13956399,003500vs81e56rx7nq,2023-11-12,shipped,1499.32
13956400,00350077276mVu8zlf,2023-06-09,shipped,7290.17
13956401,003500Ww4dl3Xu35f4,2023-04-13,shipped,7114.46
13956402,003500oG080ZQ62fdG,2023-04-28,cancelled,558.81
13956403,003500aZoa231CI2RN,2023-10-07,shipped,268.64
13956404,00350018qAt9pmP9ON,2023-09-03,shipped,4796.89
13956405,003500mMxW25G2R7QZ,2023-05-03,shipped,1017.69
13956406,0035007Z1fSX6Dk4rQ,2023-05-30,shipped,301.01
13956407,00350007juH5Vm1Vyc,2023-08-08,shipped,7985.23
13956408,0035002RrSg7SP3cAr,2023-02-13,shipped,5950.69
13956409,003500Ki59eXfcF8wG,2023-10-21,cancelled,8547.39
13956410,003500vE9RWsW2q4G9,2023-04-07,shipped,4270.59
13956411,003500Z8iPgFVm3L5D,2023-04-29,shipped,7435.72
13956412,003500bRso0mELsXG8,2023-11-04,onhold,7265.65
13956413,00350015ExSP93wyqy,2023-03-25,cancelled,1966.51
13956414,003500h5TGE5Q56Cl9,2023-07-09,onhold,9586.19
13956415,003500u0Y35y9ocba9,2023-05-13,shipped,1886.34
13956416,003500IltcE351K71G,2023-06-01,shipped,6332.49
13956417,003500B30gxJz6HLkg,2023-05-04,shipped,650.68
13956418,003500fOugv88VcV16,2023-12-18,shipped,8362.51
13956419,003500Micx917F1atg,2023-03-20,cancelled,1243.23
13956420,003500uIYQTB26kwnB,2023-05-21,shipped,679.34
13956421,003500VxAlzwUzKErs,2023-07-03,shipped,5791.02
13956422,00350043DT52gs2gR6,2023-12-18,shipped,7591.02
13956423,003500TOi9xMNM5699,2023-12-29,shipped,8018.38
13956424,003500z7HiN66M9tk4,2023-02-19,cancelled,9266.6
13956425,003500L2opLW35xtPz,2023-02-18,shipped,8700.7
13956426,003500En0uYVN74XCE,2023-12-20,shipped,780.03
13956427,003500q9u08pt23wW0,2023-12-29,shipped,5405.1
13956428,0035008h44XwbE21N8,2023-06-30,shipped,4739.08
13956429,0035007qbF107MM1c2,2023-02-20,shipped,2145.64
13956430,00350026J6V0AWLsd2,2023-01-29,shipped,6387.76
13956431,0035009QYRaSHZxqQW,2023-08-25,shipped,4232.59
13956432,003500AXo41deY5q3x,2023-08-29,shipped,2816.03
13956433,003500IX56rpt21Z4a,2023-08-07,shipped,949.17
13956434,003500uhf01ik2iBi5,2023-02-15,shipped,5545.55
13956435,003500Ld4VTzDIuJi0,2023-12-25,shipped,6840.11
13956436,003500lc4Tsyt8mqcm,2023-05-21,shipped,2339.23
13956437,003500Ly5VNkbu83UL,2023-04-19,shipped,5327.14
13956438,00350062Z0x939pqC8,2023-12-23,shipped,5498.69
13956439,003500BkaFX74w4gR5,2023-07-19,shipped,7148.5
13956440,003500rT74o9UceN26,2023-12-15,shipped,6749.84
13956441,0035008IvQH4U13PBm,2023-03-05,shipped,7644.46
13956442,003500h2F6bdOlI33z,2023-08-23,shipped,2738.02
13956443,003500h4JFxVwEiFD6,2023-09-08,cancelled,4374.61
13956444,003500m3jjR3S8d408,2023-12-21,shipped,3569.32
13956445,003500f9tJst1ld92V,2023-08-08,onhold,694.14
13956446,0035003X6n7SOd4S3Y,2023-10-27,shipped,1815.26
13956447,003500twhGWZ6dVjXk,2023-02-03,shipped,7528.06
13956448,003500e0vc1mo6uoyN,2023-03-27,shipped,8554.73
13956449,003500atxqDjOhTlG4,2023-09-12,cancelled,7124.5
13956450,003500GOojWHIn4EOl,2023-06-23,shipped,635.7
13956451,0035009081Bt4PPePq,2023-11-16,shipped,7967.32
13956452,003500V827eC3i0H6K,2023-08-28,shipped,1772.47
13956453,003500ZZbw99bMj0JS,2023-05-29,shipped,1677.65
13956454,003500Op9n07IAC4zh,2023-04-23,shipped,9223.17
13956455,0035004CU6GdQdtwqG,2023-04-12,shipped,8393.39
13956456,0035000TXz3w03I0LG,2023-01-04,shipped,5987.02
13956457,003500H8Mq06w1Z6L1,2023-05-02,shipped,3523.42
13956458,003500OC3sNU3pyrrG,2023-01-30,shipped,5105.82
13956459,0035007Bo0aS32BJ45,2023-08-08,shipped,7088.25
13956460,0035007753zIHQ04yM,2023-09-23,shipped,3397.08
13956461,0035003F1LuB38Vx1H,2023-12-17,shipped,4611.63
13956462,003500k9zTpN29wGts,2023-07-20,shipped,1388.36
13956463,00350096R1tGJKl884,2023-08-05,shipped,4871.74
13956464,003500Z9Z4H9vD1m07,2023-12-03,cancelled,6154.31
13956465,003500v5o9O8C42L2q,2023-03-31,shipped,2993.72
13956466,003500S5NvaKKZoOUD,2023-03-14,shipped,255.46
13956467,003500Q5iNi8CLgvJ3,2023-06-25,shipped,4906.24
13956468,0035002AiPES5C5D76,2023-11-04,shipped,8876.37
13956469,0035004yKP4zzWisjH,2023-01-13,shipped,1094.88
13956470,003500bGxHmT3451M6,2023-01-31,shipped,7691.34
13956471,003500n77Oy1O8uXuO,2023-11-03,shipped,7528.62
13956472,003500199Tm1DX32GC,2023-01-28,shipped,550.36
13956473,003500pMgt8vx52NOc,2023-04-22,shipped,2174.8
13956474,003500y1n0D6tNV5U1,2023-10-06,cancelled,146.47
13956475,003500K4MLeS60SHJ6,2023-07-19,shipped,1311.72
13956476,0035009z9ODOhwRb7w,2023-03-24,shipped,8393.86
13956477,003500dC1uSg7AVxO5,2023-03-24,shipped,9298.96
13956478,003500scrhJs1HqjIE,2023-11-04,shipped,2718.0
13956479,003500I3aho217qNoL,2023-10-29,shipped,1188.73
13956480,003500iKoiifIO24fw,2023-09-11,shipped,5528.7
13956481,0035002AIUlEMa6itq,2023-04-29,shipped,8669.93
13956482,003500Rqwk2MWbuy8t,2023-09-30,shipped,9560.03
13956483,003500J68QFWrf7IWP,2023-01-13,shipped,3453.27
13956484,003500TQtpvoXQp1H3,2023-04-02,shipped,7915.78
13956485,003500LgR4ZpcMC74R,2023-07-02,cancelled,7372.04
13956486,003500dtbK9U27abPM,2023-12-23,delayed,7351.38
13956487,0035001191jYWL583y,2023-06-08,cancelled,9666.03
13956488,00350033Mh64S4W1p2,2023-09-24,shipped,2456.69
13956489,003500OC3sNU3pyrrG,2023-07-21,shipped,8436.25
13956490,003500JY74s3FgGrX7,2023-07-21,shipped,7592.02
13956491,003500J0L3E6j3CNfZ,2023-02-15,cancelled,1986.16
13956492,003500m8fqulK0dAm2,2023-03-10,cancelled,3263.54
13956493,003500Mu9s1JN4Q6D1,2023-11-10,shipped,3520.1
13956494,0035001qG8xHZy8vMH,2023-09-10,shipped,6063.88
13956495,003500LhRAcuwJxpBz,2023-10-29,shipped,3751.02
13956496,003500tuUshz0KLxs9,2023-01-20,shipped,8640.89
13956497,003500InKbEnCUG58r,2023-05-25,shipped,2969.57
13956498,0035006O8qH5W8AA3Z,2023-07-26,shipped,8133.09
13956499,003500FRgwQW3ZbxfQ,2023-04-01,shipped,1194.83
13956500,0035005Ku2l3T7V7N9,2023-08-05,shipped,5925.21
13956501,003500l60OK0F5enO4,2023-10-30,cancelled,9230.0
13956502,003500888a2jQtQBS6,2023-01-09,shipped,7782.91
13956503,003500LgR4ZpcMC74R,2023-11-17,shipped,6789.56
13956504,0035002ly2fYan8V5J,2023-10-17,shipped,7872.82
13956505,003500783bQ2OUO8C1,2023-03-20,shipped,1812.32
13956506,0035007J9MmtoyHN6O,2023-02-21,cancelled,3487.55
13956507,003500683z71wcV98h,2023-07-31,shipped,6288.23
13956508,003500Nl3uv4dHh9p9,2023-08-12,shipped,9748.38
13956509,00350001a74B7uU6yZ,2023-08-07,shipped,2522.02
13956510,003500xpR18nkJByGY,2023-01-07,delayed,7697.95
13956511,00350042S87Kf9s59E,2023-07-09,shipped,5822.82
13956512,0035002f4phh10J135,2023-10-16,shipped,4052.29
13956513,003500EFjuKH1c2vj6,2023-07-08,shipped,1396.83
13956514,00350001YmW09QK4zA,2023-03-19,shipped,4747.33
13956515,003500uEoO3LAf359F,2023-08-10,shipped,2010.68
13956516,0035000tS8hz8AAlRg,2023-09-12,shipped,6402.47
13956517,0035004ik1s0svcOcT,2023-07-15,shipped,7509.86
13956518,003500t674tePj96t8,2023-04-04,shipped,5566.03
13956519,003500crke5TM8XGQ7,2023-02-17,cancelled,2604.83
13956520,003500n3Ds5FtcNDR6,2023-11-11,cancelled,9097.41
13956521,003500jl2Cu84MiDRG,2023-01-23,shipped,362.92
13956522,003500cLL572j1t9Xy,2023-10-14,shipped,9859.53
13956523,003500hSRvM15mfUop,2023-11-18,cancelled,5588.51
13956524,003500xjkifEGsc177,2023-12-23,shipped,7144.26
13956525,003500RwA71J70tnZ7,2023-05-09,shipped,8414.3
13956526,003500X3S8Wj8U1T4Y,2023-08-02,shipped,6213.6
13956527,003500xKuE372Did9I,2023-10-23,shipped,2250.1
13956528,003500tu83uv0QMijI,2023-12-05,shipped,7272.98
13956529,003500NNi20dX5N48B,2023-06-12,shipped,5586.56
13956530,0035007T5S9oPr5231,2023-07-12,shipped,2657.94
13956531,003500dH1x9pVtV26u,2023-11-19,shipped,1722.33
13956532,003500gAUNSBbr0za1,2023-08-24,shipped,9085.85
13956533,003500n0gb8ie40bb8,2023-01-17,shipped,4834.89
13956534,003500TOi9xMNM5699,2023-04-18,delayed,4040.74
13956535,003500dkfZapy8p1k6,2023-09-12,shipped,2139.65
13956536,0035007l5rZD8EZUew,2023-06-23,cancelled,7505.28
13956537,0035005U0LL59bs4pt,2023-08-14,shipped,7280.96
13956538,0035001PuG4n7yop3Z,2023-02-21,shipped,4528.96
13956539,003500N2zvLyaFQ82q,2023-06-16,shipped,8845.99
13956540,0035007wc9l8dg3z6c,2023-03-07,shipped,3787.52
13956541,003500wyGMNN9lsT85,2023-07-12,shipped,9810.5
13956542,003500Y8z340Bu22bm,2023-02-08,shipped,5904.94
13956543,00350043f8Q3Pf5rbA,2023-09-06,shipped,4731.26
13956544,00350072m74A3t32p9,2023-10-31,shipped,5167.31
13956545,003500A13Bd82h4CzK,2023-08-24,cancelled,2866.36
13956546,00350078GPL10PwFZO,2023-01-10,shipped,3781.03
13956547,003500001RPc9EotPu,2023-09-05,shipped,2448.46
13956548,0035002AIUlEMa6itq,2023-05-06,shipped,4633.12
13956549,003500cI396o5jAMGr,2023-05-29,shipped,5435.45
13956550,003500C7nXk5l19h9k,2023-05-07,shipped,3668.01
13956551,003500M2cE7oe9NFUZ,2023-10-12,shipped,1675.64
13956552,0035007Bo0aS32BJ45,2023-05-04,onhold,5248.25
13956553,003500yBam6Qk2tb0j,2023-12-09,shipped,6634.32
13956554,003500P7p7u6pA6og1,2023-10-09,shipped,5260.66
13956555,003500Z83a5bEctq30,2023-01-07,shipped,5251.42
13956556,00350026J6V0AWLsd2,2023-07-27,shipped,6804.46
13956557,003500V4goNW9WdiL6,2023-12-08,cancelled,4958.41
13956558,003500nRdG2sp05ioj,2023-02-16,shipped,3918.23
13956559,003500mCz0aG2bheoF,2023-09-24,cancelled,3970.2
13956560,003500Q1THpJI1q4od,2023-06-30,shipped,2555.92
13956561,0035007MEGFS38N55F,2023-09-01,shipped,1575.01
13956562,003500hSRvM15mfUop,2023-05-26,shipped,3786.58
13956563,003500udQ7PlQN09zb,2023-09-27,shipped,2651.92
13956564,0035002vLukDdG6e9P,2023-07-28,shipped,4151.48
13956565,003500Zyd0gg2ikv52,2023-01-11,shipped,4195.95
13956566,0035000h075s0PFhf1,2023-09-01,shipped,5195.83
13956567,003500xw1W1u0ZGqaL,2023-11-03,cancelled,4231.99
13956568,003500UaQAZbl2Td7d,2023-04-07,cancelled,9619.28
13956569,0035000F8Q2hnR113p,2023-01-26,shipped,1982.31
13956570,003500t378q1pFgjh7,2023-05-14,shipped,4399.09
13956571,003500gA6JnVljQ6C8,2023-06-17,onhold,1248.3
13956572,0035009pspHe8rho3g,2023-10-21,shipped,8826.97
13956573,0035004292uOsx1LUZ,2023-04-15,shipped,7387.96
13956574,0035009vArDME34yjO,2023-03-22,shipped,2445.7
13956575,0035009081Bt4PPePq,2023-11-06,shipped,985.12
13956576,003500EaLU8y49c0dr,2023-07-22,cancelled,8726.95
13956577,00350058dSB2Z93Oyy,2023-09-07,shipped,2049.86
13956578,003500i7R8BkJ6xvpI,2023-07-08,shipped,1616.72
13956579,003500BPrAV0l3Os4g,2023-10-25,cancelled,1608.55
13956580,003500t674tePj96t8,2023-07-08,shipped,5707.75
13956581,0035006D3IuA7O0fsS,2023-05-07,shipped,9065.01
13956582,003500Jq51E0M32ZYx,2023-10-25,cancelled,9023.83
13956583,0035008p2i9OPJ0v79,2023-10-15,shipped,5003.23
13956584,003500rT74o9UceN26,2023-07-22,onhold,6991.04
13956585,003500N2zvLyaFQ82q,2023-10-11,shipped,7883.06
13956586,0035003F1LuB38Vx1H,2023-09-13,shipped,4723.68
13956587,003500RM8KG5TuAj18,2023-07-03,shipped,1362.27
13956588,003500pp3HpfT34N12,2023-08-04,shipped,8676.59
13956589,003500dH1x9pVtV26u,2023-04-07,shipped,3936.42
13956590,0035004EUW2ZdF89I0,2023-12-06,shipped,5732.74
13956591,003500XI2tS0f3pqUR,2023-10-14,cancelled,2870.49
13956592,003500U6GLH22I51H4,2023-02-13,shipped,7090.86
13956593,00350057vCb4sc4301,2023-12-16,shipped,6834.92
13956594,003500N4AR9YgXz1bd,2023-03-26,onhold,5946.45
13956595,0035004CsBQ84jtADN,2023-10-23,shipped,1077.13
